GameID,Date,Time,White,WhiteElo,WhiteRatingDiff,Black,BlackElo,BlackRatingDiff,TotalMoves,ECO,Opening,TimeControl,Termination,Result
16605,2024.01.04,20:51:59,Roman2001,2477,-5,JasonMendoza,2501,5,96,E94,"King's Indian Defense: Orthodox Variation, Positional Defense",180+2,Normal,0-1
16606,2024.01.04,20:52:05,vikingojuanfran12,1458,20,Opawolle,1455,-6,95,B90,Sicilian Defense: Najdorf Variation,600+5,Normal,1-0
16607,2024.01.04,20:52:19,leosotomexico,1805,-6,gilimotil3,1753,7,102,D30,Queen's Gambit Declined,300+3,Normal,0-1
16608,2024.01.04,20:52:29,Responsible_Landgrav,2323,6,ReySolis,2320,-6,93,B54,Sicilian Defense: Prins Variation,180+0,Normal,1-0
16609,2024.01.04,20:52:36,Mittens1124,1246,-7,MuellerNguyen,1130,58,45,B00,Pirc Defense,180+0,Normal,0-1
16610,2024.01.04,20:52:47,keskkin,1628,-1,SalakdjiKarim,1942,1,66,B21,Sicilian Defense: McDonnell Attack,300+0,Normal,0-1
16611,2024.01.04,20:52:50,Asunya,2467,7,Vadim_Yumakhuzhin,2494,-6,75,A07,King's Indian Attack,60+0,Normal,1-0
16612,2024.01.04,20:52:50,RuhollaH10,1432,6,INS_Pelesos,1415,-5,57,B01,Scandinavian Defense: Main Line,600+5,Normal,1-0
16613,2024.01.04,20:52:53,crisviolador,1438,-8,Przem0-0-0,1469,49,66,B40,Sicilian Defense: Kramnik Variation,600+0,Normal,0-1
16614,2024.01.04,20:53:01,thomasmoremore,1696,-9,arthur33000,1708,6,102,D15,Slav Defense: Geller Gambit,300+0,Time forfeit,0-1
16615,2024.01.04,20:54:23,chirrimkan,1821,-6,nhel2022,1801,6,30,B40,"Sicilian Defense: Delayed Alapin Variation, with e6",180+0,Normal,0-1
16616,2024.01.04,20:54:44,buldozer27,2312,-1,Final_Rooklift,2288,1,114,B23,Sicilian Defense: Grand Prix Attack,600+5,Normal,1/2-1/2
16617,2024.01.04,20:54:53,pawn-starz,1784,-6,crawdad14,1765,6,50,A03,Bird Opening: Dutch Variation,180+0,Normal,0-1
16618,2024.01.04,20:55:36,Archduke_Axl_Singer,1811,-6,manteldefence,1829,5,62,B30,Sicilian Defense: Old Sicilian,900+10,Normal,0-1
16619,2024.01.04,20:55:37,aws_83,1428,6,serluos95,1428,-8,15,C44,"Scotch Game: Scotch Gambit, Dubois Réti Defense",600+0,Normal,1-0
16620,2024.01.04,20:56:27,DrHama,1309,-5,Artemumn,1308,60,60,B00,Ware Defense,15+0,Time forfeit,0-1
16621,2024.01.04,20:56:28,thebishopsfinger,1644,-6,Beastii,1641,5,72,C00,French Defense: Knight Variation,180+0,Time forfeit,0-1
16622,2024.01.04,20:57:04,Withal,1638,6,Jsmith2924,1638,-6,39,C70,"Ruy Lopez: Morphy Defense, Classical Defense Deferred",600+0,Normal,1-0
16623,2024.01.04,20:57:07,pendoshqd,690,30,AWPMAIN,723,-6,67,C50,Italian Game: Blackburne-Kostić Gambit,300+0,Time forfeit,1-0
16624,2024.01.04,20:57:22,GauMey,1421,6,MutazAtoum,1435,-9,141,B27,Sicilian Defense: Jalalabad Variation,600+0,Normal,1-0
16625,2024.01.04,20:57:35,Anan4,1018,-6,Alguien_123,1044,6,42,B01,Scandinavian Defense: Blackburne-Kloosterboer Gambit,60+0,Time forfeit,0-1
16626,2024.01.04,20:57:47,redv01,1131,6,farshad697,1176,-7,41,C40,King's Pawn Game: Damiano Defense,60+0,Normal,1-0
16627,2024.01.04,20:57:48,runner24,2599,-23,Fengwi,2543,33,80,B31,"Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation",600+0,Normal,0-1
16628,2024.01.04,20:57:48,Rizzlerino,2740,4,MKO78,2653,-4,97,A04,Zukertort Opening: Dutch Variation,180+0,Time forfeit,1-0
16629,2024.01.04,20:58:14,Melmacalf,1523,-6,jricol,1483,6,50,A00,Van't Kruijs Opening,300+0,Normal,0-1
16630,2024.01.04,20:58:20,Kshatriya_Mohit,1438,11,Zombie_BTC,1894,-11,61,B02,Alekhine Defense: Maróczy Variation,30+0,Time forfeit,1-0
16631,2024.01.04,20:58:23,Egyptiankinghima,2158,6,Halwa-Oman,2197,-11,36,B10,Caro-Kann Defense,600+0,Normal,1-0
16632,2024.01.04,20:58:41,VikramGS,1542,5,eugenev,1510,-6,47,A40,Englund Gambit Complex Declined,300+3,Time forfeit,1-0
16633,2024.01.04,20:59:51,edwibbb,1370,,serggas,1663,,43,B00,Nimzowitsch Defense,180+0,Normal,1-0
16634,2024.01.04,21:00:01,PonyCetinski,1641,6,DasRechteTwix_24,1620,-5,101,C50,Italian Game: Giuoco Piano,300+0,Normal,1-0
16635,2024.01.04,21:00:09,Chessquire,1745,6,InertiaZA,1739,-5,77,B20,Sicilian Defense: Staunton-Cochrane Variation,180+0,Time forfeit,1-0
16636,2024.01.04,21:00:16,ILIA_SOBOL,1037,-6,stefannoname,1033,23,60,B20,Sicilian Defense: Bowdler Attack,300+3,Time forfeit,0-1
16637,2024.01.04,21:00:21,andrea_jeremy,1939,-3,spicolly,2145,3,44,B30,Sicilian Defense: Old Sicilian,0+1,Time forfeit,0-1
16638,2024.01.04,21:01:47,Ignius,1681,-6,andrewsxx,1721,5,54,A40,English Defense,300+0,Normal,0-1
16639,2024.01.04,21:01:47,kumarashishh,1311,-6,la_bestia_negra,1263,6,66,C63,Ruy Lopez: Schliemann Defense,60+0,Time forfeit,0-1
16640,2024.01.04,21:01:58,Mat-a-mat,1350,5,dd1325,1341,-6,28,E70,King's Indian Defense: Normal Variation,300+0,Normal,1-0
16641,2024.01.04,21:02:05,JivaAtman,1130,-5,patrixe,1200,4,94,D00,Queen's Pawn Game: Accelerated London System,120+1,Normal,0-1
16642,2024.01.04,21:02:25,cardinalheart27,1454,11,Mpadilla,1456,-6,25,D20,"Queen's Gambit Accepted: Central Variation, McDonnell Defense",1800+0,Normal,1-0
16643,2024.01.04,21:02:31,gorodc,1710,18,jjarvis,1726,-8,65,C41,Philidor Defense: Exchange Variation,600+0,Normal,1-0
16644,2024.01.04,21:02:29,NimzoGlitch,1858,-6,debashish_roy,1879,6,32,D00,Queen's Pawn Game: Accelerated London System,180+0,Normal,0-1
16645,2024.01.04,21:02:46,AlapanosElbarius,1347,-13,loquito23,1359,6,86,C50,Four Knights Game: Italian Variation,300+3,Normal,0-1
16646,2024.01.04,21:03:48,moisescmc,1656,-6,H_Scharfberg,1629,22,82,B00,"Nimzowitsch Defense: Scandinavian Variation, Advance Variation",180+2,Normal,0-1
16647,2024.01.04,21:04:14,EMavrychev,1440,5,h_ramo8,1410,-18,51,B13,Caro-Kann Defense: Panov Attack,600+5,Normal,1-0
16648,2024.01.04,21:04:31,Gorka13,1149,-7,Onchil300,1171,13,44,A00,Hungarian Opening,600+0,Normal,0-1
16649,2024.01.04,21:05:05,GeorgeSquier,1188,-2,soelti68,1473,2,84,B11,"Caro-Kann Defense: Two Knights Attack, Mindeno Variation",180+10,Normal,0-1
16650,2024.01.04,21:05:05,elektroznak,1764,6,Lunaontilt,1754,-5,51,A22,"English Opening: King's English Variation, Two Knights Variation",600+0,Normal,1-0
16651,2024.01.04,21:05:32,D_L88,1895,-4,Elprofesor2023,2058,3,50,C00,French Defense: Wing Gambit,180+0,Time forfeit,0-1
16652,2024.01.04,21:05:42,Frank2804,1189,-6,gghxxj,1201,6,50,D50,Queen's Gambit Declined: Modern Variation,300+0,Normal,0-1
16653,2024.01.04,21:05:56,HydrogenBondz,1717,-6,Danieugecane,1699,6,84,B08,"Pirc Defense: Classical Variation, Schlechter Variation",300+0,Normal,0-1
16654,2024.01.04,21:05:57,hornitoqueiru,2042,-6,zloiaks,2026,6,49,A46,Indian Defense: London System,180+0,Normal,0-1
16655,2024.01.04,21:06:12,Reuft,1310,-23,swissman97,1320,6,44,C41,Philidor Defense,300+0,Normal,0-1
16656,2024.01.04,21:06:14,Echecinho,1161,-6,EH1017,1182,6,28,C77,"Ruy Lopez: Morphy Defense, Tarrasch Variation",300+0,Normal,0-1
16657,2024.01.04,21:06:20,HimTall,1259,4,juanapu,1500,-492,123,B21,Sicilian Defense: McDonnell Attack,120+1,Time forfeit,1-0
16658,2024.01.04,21:06:49,ulfulfssondervierte,1517,6,youngkhalifa_x,1530,-6,57,A21,"English Opening: King's English Variation, Reversed Sicilian",120+1,Normal,1-0
16659,2024.01.04,21:07:31,Teo470,1538,10,ahmethikmetakturk,1549,-26,75,C29,Vienna Game: Vienna Gambit,600+5,Normal,1-0
16660,2024.01.04,21:07:29,Paloune,1436,5,atfield,1371,-5,79,B02,Alekhine Defense,300+0,Time forfeit,1-0
16661,2024.01.04,21:08:07,Agger7,2154,-5,Brooklyn2022,2145,34,88,C64,Ruy Lopez: Classical Variation,600+0,Normal,0-1
16662,2024.01.04,21:08:21,glougloupanda,2291,5,lovechess21,2280,-5,33,D02,"Queen's Pawn Game: Symmetrical Variation, Pseudo-Catalan",60+0,Normal,1-0
16663,2024.01.04,21:08:21,vampvitoxiii,1852,-39,Gui2A,1863,5,102,C59,"Italian Game: Two Knights Defense, Polerio Defense, Suhle Defense",600+0,Normal,0-1
16664,2024.01.04,21:08:48,rambo_pawn,1472,-5,Garyless,1478,27,50,A40,Englund Gambit,60+0,Normal,0-1
16665,2024.01.04,21:10:06,Mals,2276,6,slendrina,2176,-6,141,D52,"Queen's Gambit Declined: Cambridge Springs Defense, Capablanca Variation",180+0,Time forfeit,1-0
16666,2024.01.04,21:10:17,OverLordGoldDragon,1562,6,KamNat,1578,-6,47,C37,King's Gambit Accepted: King's Knight's Gambit,180+2,Time forfeit,1-0
16667,2024.01.04,21:10:26,Neon_Star,1392,7,a1977a,1443,-7,41,C44,Ponziani Opening,600+0,Normal,1-0
16668,2024.01.04,21:10:40,QueenOfJokes,2553,-6,thekingjumbo23,2542,7,118,B20,Sicilian Defense,60+0,Normal,0-1
16669,2024.01.04,21:11:14,Gabeve,1100,-10,ifkaslivka,1110,6,82,C45,Scotch Game: Schmidt Variation,600+0,Time forfeit,0-1
16670,2024.01.04,21:11:19,king_karo22,1886,-5,KozakMukola,1886,5,156,C24,Bishop's Opening: Berlin Defense,300+0,Normal,0-1
16671,2024.01.04,21:11:23,HamdiMohsen,1679,6,pankajvishwani,1691,-6,47,C30,King's Gambit Declined: Queen's Knight Defense,180+2,Normal,1-0
16672,2024.01.04,21:12:04,M4ren4,1408,-4,miguelaj,1500,4,60,C41,Philidor Defense,600+3,Normal,0-1
16673,2024.01.04,21:12:21,sman75,1191,-12,tanxos28,1229,5,48,B00,Pirc Defense,180+0,Normal,0-1
16674,2024.01.04,21:12:26,knjaz29,1867,5,tartuga13,1830,-5,111,C55,Italian Game: Two Knights Defense,300+0,Time forfeit,1-0
16675,2024.01.04,21:12:26,Lioydd,1064,5,AsefKazemi,1019,-5,103,C42,Russian Game: Damiano Variation,600+0,Normal,1-0
16676,2024.01.04,21:12:43,Shuchalin73,2068,15,Tih2010,2136,-14,42,C21,Danish Gambit,600+0,Normal,1-0
16677,2024.01.04,21:12:45,GGTOURS,2457,1,Mr_Chameleon,2006,-1,81,B75,"Sicilian Defense: Dragon Variation, Yugoslav Attack, Belezky Line",180+0,Time forfeit,1-0
16678,2024.01.04,21:13:11,ReturnOfThePoor,1160,-3,tozesantos,1356,3,125,D00,Queen's Pawn Game: Accelerated London System,300+0,Normal,0-1
16679,2024.01.04,21:13:26,martellarore,885,-23,omar_khattab0,919,6,52,B02,Alekhine Defense,600+5,Normal,0-1
16680,2024.01.04,21:13:36,Dantes21,1472,-5,Rohancock,1470,19,62,B02,Alekhine Defense: Krejcik Variation,120+1,Normal,0-1
16681,2024.01.04,21:14:00,ByrmACR,1253,-7,jtgoalman,1207,6,52,B30,Sicilian Defense: Old Sicilian,180+2,Normal,0-1
16682,2024.01.04,21:14:20,Damschi,1985,-6,Eagle007,2004,5,38,A01,Nimzo-Larsen Attack: Indian Variation,60+0,Normal,0-1
16683,2024.01.04,21:14:43,wasausky98,867,-6,baccomatto,865,7,46,C57,"Italian Game: Two Knights Defense, Fritz Variation",300+0,Normal,0-1
16684,2024.01.04,21:14:52,adam_bavon,1234,-59,Jaywonsealeven,1180,6,56,A40,Englund Gambit,300+0,Normal,0-1
16685,2024.01.04,21:14:53,Mvebirjand,1860,31,CroireNab,1875,-6,69,A43,Benoni Defense: Old Benoni,60+0,Time forfeit,1-0
16686,2024.01.04,21:14:59,MickoBGD,1654,20,RedSkulll,1615,-5,57,E61,King's Indian Defense: Semi-Classical Variation,600+0,Normal,1-0
16687,2024.01.04,21:15:17,Alipc1,2118,9,Pal71Junij,2048,-6,79,A00,Hungarian Opening,180+0,Normal,1-0
16688,2024.01.04,21:15:22,bajadera,1372,6,halo78,1343,-5,61,D04,Queen's Pawn Game: Colle System,300+0,Normal,1-0
16689,2024.01.04,21:15:22,NattoYoyo2,990,-7,fulgator,906,53,64,B12,Caro-Kann Defense: Advance Variation,360+6,Time forfeit,0-1
16690,2024.01.04,21:15:44,BillRhodes,1116,6,Diogenes_71,1156,-6,63,C43,Russian Game: Modern Attack,300+3,Normal,1-0
16691,2024.01.04,21:15:47,Gudvin_Velikiy,899,-6,plyouh,912,5,70,B27,Sicilian Defense: Mongoose Variation,900+10,Normal,0-1
16692,2024.01.04,21:15:52,DudasCaiman,1705,-6,lui66,1679,7,50,B02,"Alekhine Defense: Mokele Mbembe, Vavra Defense",60+0,Time forfeit,0-1
16693,2024.01.04,21:16:00,Kabolo,1554,-5,Markkut,1572,6,22,D11,Slav Defense: Modern Line,300+3,Normal,0-1
16694,2024.01.04,21:16:06,infty17,1774,5,General_Custer,1759,-5,63,A10,English Opening,60+0,Time forfeit,1-0
16695,2024.01.04,21:16:14,Cskn5,1061,-7,mr_Solo-Dolo,986,8,48,B01,Scandinavian Defense: Blackburne Gambit,120+1,Time forfeit,0-1
16696,2024.01.04,21:16:30,sevter,1255,5,Bert_is_great,1211,-5,41,B01,"Scandinavian Defense: Valencian Variation, Main Line",120+1,Time forfeit,1-0
16697,2024.01.04,21:16:35,Raysen,1150,-5,InTrance1996,1237,4,62,A08,King's Indian Attack: French Variation,120+1,Normal,0-1
16698,2024.01.04,21:16:47,Rusel777,1261,12,Serdarsc,1297,-7,77,C41,Philidor Defense,600+0,Time forfeit,1-0
16699,2024.01.04,21:16:48,cachopaliza,1765,-5,ironmanx2216,1842,4,134,A06,Zukertort Opening: Tennison Gambit,180+0,Normal,0-1
16700,2024.01.04,21:17:14,Yugiro97,1287,6,amin2960087259,1305,-6,85,C41,Philidor Defense,300+3,Normal,1-0
16701,2024.01.04,21:17:23,KasparovialMagnus,2094,-1,SaintLouisChessClub,2608,0,88,B23,Sicilian Defense: Closed,180+0,Time forfeit,0-1
16702,2024.01.04,21:17:52,alessandrojoel,1428,-10,AtonTusuri,1440,9,36,C20,King's Pawn Game: Napoleon Attack,1800+20,Normal,0-1
16703,2024.01.04,21:18:01,chill2002,1642,-6,duzzle,1642,18,68,B01,Scandinavian Defense: Main Line,600+0,Normal,0-1
16704,2024.01.04,21:18:23,Paul_Adam,1595,-7,Stan-Stanman,1597,6,108,D30,Queen's Gambit Declined,60+0,Time forfeit,0-1
16705,2024.01.04,21:18:26,Mon_61,1897,-6,Matte_Sbam21,1879,6,50,B50,Sicilian Defense: Modern Variations,600+0,Normal,0-1
16706,2024.01.04,21:18:29,Abo-ELdahb,1932,8,BodaEmad,2026,-7,80,A50,Indian Defense: Normal Variation,300+0,Normal,1-0
16707,2024.01.04,21:18:47,VitalikOleg,1653,7,gt_64,1706,-7,81,B10,Caro-Kann Defense,600+0,Time forfeit,1-0
16708,2024.01.04,21:18:54,Drakky,1875,5,tcheli,1859,-6,61,A43,Benoni Defense: French Benoni,60+0,Time forfeit,1-0
16709,2024.01.04,21:19:37,masoud1365,1793,-6,sylberno,1812,6,110,A11,English Opening: Caro-Kann Defensive System,600+5,Time forfeit,0-1
16710,2024.01.04,21:20:10,radetihi,1790,6,phcap68,1826,-6,79,C00,"French Defense: Horwitz Attack, Papa-Ticulat Gambit",300+3,Normal,1-0
16711,2024.01.04,21:20:17,hetler05,1715,-11,y-n-w-a,1552,9,104,B12,Caro-Kann Defense: Maróczy Variation,180+2,Normal,0-1
16712,2024.01.04,21:21:02,Don_gr7,1769,5,jobertina,1735,-6,67,C25,Vienna Game,60+0,Time forfeit,1-0
16713,2024.01.04,21:21:12,shreckm8,2391,4,roquemaspoli,2288,-4,37,C08,"French Defense: Tarrasch Variation, Open System",180+0,Normal,1-0
16714,2024.01.04,21:21:36,Gaumzi,1284,5,AssKiller,1277,-15,21,C48,Four Knights Game: Spanish Variation,900+10,Normal,1-0
16715,2024.01.04,21:21:36,DrummondX,2382,6,bloodymilitary,2367,-5,39,B40,"Sicilian Defense: Pin Variation, Koch Variation",180+0,Normal,1-0
16716,2024.01.04,21:21:49,Koltycourt3,1947,-7,stevomo,1874,7,54,C00,French Defense: Normal Variation,600+0,Normal,0-1
16717,2024.01.04,21:22:09,zver999,1547,6,Xanthum,1559,-6,89,B20,Sicilian Defense: Bowdler Attack,300+0,Normal,1-0
16718,2024.01.04,21:22:27,Mahmoud_Timoumi,1341,7,Hoummam,1446,-7,79,D02,Queen's Pawn Game: Chigorin Variation,600+0,Normal,1-0
16719,2024.01.04,21:22:29,aryaaaaaaaaaaaaaa,1232,-5,duke_thunder,1263,7,61,D01,Rapport-Jobava System,300+3,Normal,0-1
16720,2024.01.04,21:22:36,povhan-m,1095,-6,JeanLACASSAGNE,1064,6,56,B01,Scandinavian Defense: Modern Variation,60+0,Time forfeit,0-1
16721,2024.01.04,21:23:03,tonicek,1442,-6,mixtolobo,1431,21,56,C42,Russian Game,600+0,Normal,0-1
16722,2024.01.04,21:23:12,denizalt273,1248,6,makarsankov,1189,-5,73,B01,Scandinavian Defense,300+0,Normal,1-0
16723,2024.01.04,21:23:10,Zecariov1957,1138,-9,byte_parade,813,20,42,D02,Queen's Pawn Game: Anti-Torre,60+0,Time forfeit,0-1
16724,2024.01.04,21:23:24,kcsuther,1331,6,notakingx,1353,-15,123,C60,Ruy Lopez,180+0,Normal,1-0
16725,2024.01.04,21:23:25,persoon,2132,6,Pskov-Rulit,2169,-9,75,B10,Caro-Kann Defense,120+10,Normal,1-0
16726,2024.01.04,21:23:36,rockstar_34,1230,-5,jvettel,1239,5,56,D02,Queen's Pawn Game: Chigorin Variation,300+3,Time forfeit,0-1
16727,2024.01.04,21:23:38,magotal15,2192,-6,Clavis,2212,6,56,B15,Caro-Kann Defense: Tartakower Variation,180+0,Normal,0-1
16728,2024.01.04,21:23:49,Schreckensteiner,2048,-10,BlackAdmin,1931,8,72,C41,"Philidor Defense: Lion Variation, Bishop Sacrifice",60+1,Time forfeit,0-1
16729,2024.01.04,21:23:52,hamlan,2450,8,Alex-31,2599,-8,129,A04,Zukertort Opening: Pirc Invitation,60+0,Time forfeit,1-0
16730,2024.01.04,21:24:23,C0olf1re,1765,-4,whalefinn,1875,4,126,C41,Philidor Defense,600+0,Normal,0-1
16731,2024.01.04,21:24:27,dappenfeller,1442,7,sugar_cranberries,1458,-6,61,A40,Englund Gambit Complex: Hartlaub-Charlick Gambit,180+0,Normal,1-0
16732,2024.01.04,21:24:42,BradyCorp,1807,3,greedandfear,1624,-3,43,B20,Sicilian Defense,120+0,Normal,1-0
16733,2024.01.04,21:24:43,real72man,1202,-11,SithMedina,1199,6,168,C21,Center Game,300+0,Normal,0-1
16734,2024.01.04,21:24:58,LunaticGrifezZ,1256,-7,gmessier,1284,5,132,C62,Ruy Lopez: Steinitz Defense,600+5,Time forfeit,0-1
16735,2024.01.04,21:25:06,PavloKhomenko,1540,9,sebas_perez00,1784,-10,47,B10,Caro-Kann Defense,60+0,Normal,1-0
16736,2024.01.04,21:25:12,prothane,1496,6,Rocason,1502,-6,41,D30,Queen's Gambit Declined,180+0,Normal,1-0
16737,2024.01.04,21:25:11,Chess_for_some,2335,2,nahuelolivieri06,1839,-3,63,A04,Zukertort Opening: Black Mustang Defense,1500+3,Normal,1-0
16738,2024.01.04,21:25:31,donaldchuity,1192,2,LmpkPrime,802,-1,47,C01,"French Defense: Exchange Variation, Monte Carlo Variation",180+0,Time forfeit,1-0
16739,2024.01.04,21:26:02,K5221305D,1801,-4,LuckySensei,1896,4,86,C44,Scotch Game: Göring Gambit,60+0,Time forfeit,0-1
16740,2024.01.04,21:26:15,SeriousSam7,2227,7,ben13,2306,-7,91,A41,Rat Defense: English Rat,180+0,Normal,1-0
16741,2024.01.04,21:26:34,Edubegginer,1727,5,P_Matvienko,1692,-9,67,B00,St. George Defense,600+5,Normal,1-0
16742,2024.01.04,21:26:49,Konton3107,737,8,Mayaanuk,850,-11,23,C00,French Defense: Knight Variation,300+0,Normal,1-0
16743,2024.01.04,21:26:49,FloatingPawn,2156,7,WILLIRAMOS,2172,-6,127,D00,Queen's Pawn Game: Accelerated London System,60+0,Time forfeit,1-0
16744,2024.01.04,21:27:01,IceColdJason,2222,-6,ph19901990,2211,5,58,B40,"Sicilian Defense: French Variation, Westerinen Attack",180+0,Normal,0-1
16745,2024.01.04,21:27:08,lubofsky,1153,-7,pyrtsi,1105,7,60,B00,Pirc Defense,300+3,Time forfeit,0-1
16746,2024.01.04,21:27:14,Mahditaaj,1383,-138,Fadel737,1464,4,68,D20,Queen's Gambit Accepted: Saduleto Variation,600+5,Normal,0-1
16747,2024.01.04,21:27:26,Broker1989,1173,7,ali_usefi55,1252,-7,45,C00,French Defense: Knight Variation,120+1,Normal,1-0
16748,2024.01.04,21:28:06,MNNM37,2274,9,varietate,2246,-5,127,A40,Queen's Pawn Game,60+0,Time forfeit,1-0
16749,2024.01.04,21:28:06,migansusa,1972,6,BlackAdmin,1939,-5,61,C41,Philidor Defense,60+1,Time forfeit,1-0
16750,2024.01.04,21:28:06,RIDVANAYGUNN,1445,-66,azzahr,1338,27,60,C00,French Defense: Queen's Knight,15+0,Time forfeit,0-1
16751,2024.01.04,21:28:09,harlam50,1947,-6,blablablubb,1917,7,138,A45,Indian Defense,600+0,Normal,0-1
16752,2024.01.04,21:28:17,ali88760,1198,-6,amine84,1229,5,92,C20,King's Pawn Game: Napoleon Attack,300+0,Normal,0-1
16753,2024.01.04,21:28:30,Andreas_Passon,1754,-5,vysions,1762,13,36,C41,Philidor Defense,180+0,Normal,0-1
16754,2024.01.04,21:28:49,babya,2044,2,Hassan_chess22,2182,-2,103,D37,"Queen's Gambit Declined: Three Knights, Vienna Variation",600+0,Normal,1/2-1/2
16755,2024.01.04,21:28:59,realcyberbird,2343,6,Roman_Efimov,2347,-6,47,E12,"Nimzo-Indian Defense: Three Knights Variation, Duchamp Variation",180+0,Normal,1-0
16756,2024.01.04,21:29:05,pim04,1991,5,tindam,1927,-4,67,D27,"Queen's Gambit Accepted: Classical Defense, Russian Gambit",60+0,Time forfeit,1-0
16757,2024.01.04,21:29:10,HyperEphum,789,-3,Adamac1993,989,22,52,A40,Mikenas Defense,600+0,Normal,0-1
16758,2024.01.04,21:29:16,ItarPejo,2047,3,Stefanbt,1887,-4,85,C41,Philidor Defense: Lion Variation,180+2,Normal,1-0
16759,2024.01.04,21:29:19,aferreira,2075,15,hatopcu,1981,-28,97,A21,"English Opening: King's English Variation, Reversed Sicilian",-,Normal,1-0
16760,2024.01.04,21:29:27,Medet_Ilyasovich,1298,21,La_grosse_quiche,1301,-5,75,A00,Hungarian Opening,180+0,Normal,1-0
16761,2024.01.04,21:29:31,toucheey,2216,6,Clavis,2218,-6,73,B12,"Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense",180+0,Normal,1-0
16762,2024.01.04,21:29:55,uncompromisingjoy,1588,-2,thirstyscholar,1470,2,57,A80,Dutch Defense: Raphael Variation,300+3,Normal,1/2-1/2
16763,2024.01.04,21:30:30,ardid,1907,-6,Dacian_In_UK,1912,5,56,C02,French Defense: Advance Variation,180+0,Normal,0-1
16764,2024.01.04,21:30:40,polardfront,1244,13,Coloti,1326,-7,46,D30,Queen's Gambit Declined: Semmering Variation,180+2,Normal,1-0
16765,2024.01.04,21:30:37,CatoLello,1212,7,dkodiv,1274,-15,61,C50,Italian Game: Anti-Fried Liver Defense,60+0,Time forfeit,1-0
16766,2024.01.04,21:31:23,jtlpchess,1296,-6,tex55,1300,5,65,C25,Vienna Game,300+0,Normal,0-1
16767,2024.01.04,21:31:37,Roman_Efimov,2341,-5,realcyberbird,2349,5,94,A46,Indian Defense: Spielmann-Indian,180+0,Time forfeit,0-1
16768,2024.01.04,21:31:40,CaraculPeluche23,2368,26,tyskie13,2254,-7,77,A40,Mikenas Defense,600+0,Normal,1-0
16769,2024.01.04,21:32:19,HAI52,1603,3,hosein_dadashi,1428,-3,56,C40,King's Pawn Game: McConnell Defense,600+10,Normal,1-0
16770,2024.01.04,21:32:38,the_stonewalldutch,2340,7,imdejong,2450,-7,16,A83,Dutch Defense: Staunton Gambit,180+0,Normal,1-0
16771,2024.01.04,21:33:43,hoosquare,1795,-6,AnassZn,1771,7,78,B15,Caro-Kann Defense: Gurgenidze System,120+1,Normal,0-1
16772,2024.01.04,21:33:49,Karpove2024,1801,10,baydin66,1737,-4,71,B20,Sicilian Defense: Bowdler Attack,180+2,Time forfeit,1-0
16773,2024.01.04,21:34:36,Vanya7856,1144,-30,Pinocchio41,1070,61,64,C40,Elephant Gambit,300+0,Time forfeit,0-1
16774,2024.01.04,21:34:37,Fighter89,2568,1,FuriaRojo,2100,-1,87,C54,"Italian Game: Classical Variation, Giuoco Pianissimo, with d6",180+0,Normal,1-0
16775,2024.01.04,21:34:41,MYSUTOGAN,998,-16,trickstarplayer,1008,6,64,B06,Modern Defense,600+0,Normal,0-1
16776,2024.01.04,21:34:45,banaitaatet1,1899,6,uraew1980dyuuii,1920,-6,79,A13,English Opening: Agincourt Defense,180+0,Normal,1-0
16777,2024.01.04,21:34:44,cantorypoeta,2383,3,niraleks,2192,-3,69,B33,Sicilian Defense: Lasker-Pelikan Variation,300+0,Normal,1-0
16778,2024.01.04,21:34:59,Harry2114,1743,6,Jpizarro71,1735,-5,65,C50,Italian Game: Paris Defense,60+0,Normal,1-0
16779,2024.01.04,21:35:05,ibra93,1157,-6,sregi,1109,8,30,C12,"French Defense: MacCutcheon Variation, Bernstein Variation",180+2,Time forfeit,0-1
16780,2024.01.04,21:35:26,lucioc84,2114,4,jcpostma,2021,-4,95,B34,"Sicilian Defense: Accelerated Dragon, Modern Variation",180+2,Normal,1-0
16781,2024.01.04,21:35:45,LiKaio79,1501,4,masterpabloescobar,1423,-4,39,D02,Queen's Pawn Game: Chigorin Variation,600+0,Time forfeit,1-0
16782,2024.01.04,21:35:49,Stef2Monti,1797,5,killkid_sosa,1791,-5,71,B23,Sicilian Defense: Closed,180+2,Normal,1-0
16783,2024.01.04,21:35:54,fastloser61,2060,-5,fischerandchips608,2082,6,40,D02,Queen's Pawn Game: London System,300+0,Normal,0-1
16784,2024.01.04,21:36:00,H_khadooor,2205,-3,Molsky,2370,3,40,A15,"English Opening: Anglo-Indian Defense, King's Knight Variation",600+0,Normal,0-1
16785,2024.01.04,21:36:04,ayushi_debnath,1199,7,KomeilHosseini,1227,-6,59,B01,Scandinavian Defense,60+0,Time forfeit,1-0
16786,2024.01.04,21:36:15,aamendes,1738,-5,wemmanuel,1758,6,36,B20,Sicilian Defense: Wing Gambit,180+0,Normal,0-1
16787,2024.01.04,21:36:27,amchess1,1305,-6,klitrusha,1327,6,54,C60,Ruy Lopez: Cozio Defense,300+0,Time forfeit,0-1
16788,2024.01.04,21:36:45,abusgun,1781,-6,hcp6629,1776,6,36,C22,Center Game: Normal Variation,60+0,Normal,0-1
